id,name,host_id,host_name,host_since,host_location,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,street,neighbourhood,city,state,market,zipcode,property_type,room_type,accommodates1,bathrooms,bedrooms,beds,bed_type,amenities,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,calculated_host_listings_count,reviews_per_month
20868,2 BR Spacious Mother-in-Law Condo,35749,Jess & Joey,2-Sep-09,"Seattle, Washington, United States",100%,100%,f,Roosevelt,6,6,t,t,"15th Ave NE, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,6,1,2,2,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",137,,40,6,$0.00 ,2,60,t,30,53,83,358,91,94,10,10,10,10,9,9,f,f,moderate,f,5,1.35
8385444,Private Haven in Maple Leaf,44186779,Margaret,14-Sep-15,"Seattle, Washington, United States",100%,100%,f,Maple Leaf,1,1,t,t,"NE 89th ST, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",67,250,20,2,$25.00 ,1,30,t,15,30,60,335,6,93,10,9,10,10,10,10,f,f,flexible,f,1,2.09
637326,New Sun Filled Seattle Apartment,3178016,Benjamin,6-Aug-12,"Seattle, Washington, United States",100%,100%,t,Maple Leaf,1,1,t,t,"2nd Ave NE, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",110,,40,2,$25.00 ,2,30,t,30,60,90,365,18,97,10,10,10,10,10,10,f,f,strict,f,1,2.37
6557767,CreativeArt-studio Bedroom in Condo,34297010,David & Nick,26-May-15,"Seattle, Washington, United States",80%,100%,t,Maple Leaf,1,1,t,f,"8th Avenue Northeast, Seattle, WA 98125, United States",Maple Leaf,Seattle,WA,Seattle,98125,Condominium,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Wheelchair Accessible"",Pool,Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",65,,15,1,$0.00 ,1,1125,t,28,58,88,362,33,95,10,10,10,10,9,10,f,t,moderate,f,1,4.48
4869458,Big couch at Northgate,20331331,Haotian,20-Aug-14,"Seattle, Washington, United States",100%,100%,f,Maple Leaf,3,3,t,t,"Northeast 103rd Street, Seattle, WA 98125, United States",Maple Leaf,Seattle,WA,Seattle,98125,House,Shared room,1,1,1,1,Couch,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",37,,6,1,$300.00 ,1,13,t,0,7,37,312,13,100,10,10,10,10,10,10,f,f,moderate,f,3,1.41
5319948,Cozy charmer w/ sunroom and park,5091846,Devin,15-Feb-13,"Seattle, Washington, United States",N/A,N/A,t,Maple Leaf,1,1,t,t,"Northeast 95th Street, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,House,Private room,2,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Gym,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",65,,35,2,$15.00 ,3,1125,t,6,32,62,337,11,98,10,10,10,10,9,10,f,f,moderate,f,1,1.05
7638282,Tall Trees Backyard Retreat,13424313,Magnhild,22-Mar-14,"Seattle, Washington, United States",83%,100%,f,Maple Leaf,1,1,t,f,"Northeast 94th Street, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,Other,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",130,,35,2,$10.00 ,2,1125,t,27,33,62,337,17,100,10,10,10,10,9,10,f,f,flexible,f,1,3.31
723846,Seattle Cozy Cottage in Maple Leaf,3737272,Cheryl & Steve,2-Oct-12,"Seattle, Washington, United States",100%,100%,f,Maple Leaf,1,1,t,t,"NE 95th St, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,House,Entire home/apt,3,1,0,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",79,300,65,2,$5.00 ,1,365,t,6,27,48,323,43,96,10,10,10,10,9,10,f,f,strict,f,1,1.21
10104370,Cozy Home in Quiet Neighborhood,12683237,Nicole,1-Mar-14,"Seattle, Washington, United States",100%,100%,f,Maple Leaf,1,1,t,t,"Northeast 86th Street, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,House,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",""Laptop Friendly Workspace""}",72,,,1,$0.00 ,2,1125,t,2,2,2,5,0,,,,,,,,f,t,moderate,f,1,
5041669,Plaza Suites - 1 Bedroom Condo B209,26003146,Mercy,12-Jan-15,"Seattle, Washington, United States",60%,100%,f,Maple Leaf,3,3,t,f,"Northeast 90th Street, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,4,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}",95,,65,1,$0.00 ,3,365,t,0,0,0,3,5,96,9,10,10,10,10,10,f,f,strict,f,2,0.51
2197982,Private Studio in Seattle,9931335,Laura And Hasan,10-Nov-13,"Seattle, Washington, United States",100%,100%,t,Maple Leaf,1,1,t,t,"1st Avenue Northeast, Seattle, WA 98115, United States",Maple Leaf,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}",80,150,60,2,$10.00 ,2,1125,t,10,40,51,310,72,98,10,10,10,10,9,10,f,t,moderate,f,1,3.15
3317940,Rosie's Roost A Cozy Urban FarmStay,14090176,Lisa,9-Apr-14,"Seattle, Washington, United States",100%,100%,t,Bryant,1,1,t,t,"36th Avenue Northeast, Seattle, WA 98105, United States",Bryant,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",85,,40,2,$10.00 ,2,1125,t,0,3,33,305,45,98,10,10,10,10,10,10,f,f,strict,f,1,2.68
8099917,The Ravenna Apartment,23972943,Joy,20-Nov-14,"Seattle, Washington, United States",100%,100%,f,Ravenna,4,4,t,f,"33rd Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",115,,100,2,$25.00 ,5,1125,t,0,12,19,294,0,,,,,,,,f,f,strict,f,3,
8617171,Convenient and Cute U-District Home,15981902,Cameron And Michelle,26-May-14,"Seattle, Washington, United States",100%,100%,f,Ravenna,1,1,t,f,"27th Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Entire home/apt,6,1,2,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",98,,,1,$0.00 ,2,1125,t,15,40,65,65,4,100,10,10,10,10,10,10,f,f,flexible,f,1,2.03
4181226,Private 1BRD in Charming Ravenna,21691380,Jessica,23-Sep-14,"Seattle, Washington, United States",N/A,N/A,f,Ravenna,1,1,t,t,"23rd Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",""Pets live on this property"",Dog(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",109,1000,50,1,$15.00 ,1,10,t,30,60,90,365,1,100,8,10,,10,10,10,f,f,moderate,f,1,0.08
2729077,NEWQuiet Bright Room U Village/UW 1,2911360,Ren,12-Jul-12,"Seattle, Washington, United States",100%,100%,f,Ravenna,11,11,t,f,"Northeast 52nd Street, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,1,2.5,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers}",39,100,50,1,$10.00 ,1,1125,t,2,25,54,302,0,,,,,,,,f,f,moderate,f,11,
7483750,Ravenna urban wilderness near UofW,38514732,Lars,14-Jul-15,"Seattle, Washington, United States",91%,100%,f,Ravenna,1,1,t,t,"21st Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,Bed & Breakfast,Private room,2,1,1,1,Real Bed,"{Internet,""Wireless Internet"",""Free Parking on Premises"",Breakfast,""Pets live on this property"",Dog(s),Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",63,,,2,$10.00 ,1,1125,t,16,40,70,345,53,94,10,9,10,10,9,9,f,t,flexible,f,1,9.7
9030929,Cozy Wedgwood/Ravenna House,10421063,Darren,4-Dec-13,"Seattle, WA",100%,100%,f,Ravenna,1,1,f,f,"26th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Private room,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",35,,,1,$0.00 ,1,1125,t,10,17,38,38,6,97,10,10,10,10,10,10,f,f,flexible,f,1,3.53
1764233,"Quiet/Clean near UW, Univ Village 4",3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"Northeast 52nd Street, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,1,1,1,1,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials}",42,,35,1,$15.00 ,2,1125,t,0,28,58,333,12,65,8,6,8,8,9,8,f,f,strict,f,34,0.47
4030600,Bright and Lovely Guest Room,1092756,Miesha,31-Aug-11,"Seattle, Washington, United States",100%,100%,f,Ravenna,3,3,t,t,"28th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",70,,20,2,$0.00 ,2,30,t,0,0,0,0,32,95,10,10,10,10,10,9,f,f,strict,f,3,2.03
4637801,Sunny room near UW + buses downtown,14540599,Gus,21-Apr-14,"Seattle, Washington, United States",100%,100%,f,Ravenna,1,1,t,t,"35th Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",""Laptop Friendly Workspace""}",74,250,,2,$0.00 ,2,1125,t,30,60,90,365,8,98,10,10,10,10,10,9,f,t,flexible,f,1,1.59
2056276,Single Room in a Modern Home,9207095,Grace,3-Oct-13,"Seattle, Washington, United States",86%,100%,f,Ravenna,8,8,t,t,"20th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Private room,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",75,,30,1,$15.00 ,1,1125,t,30,60,90,365,1,100,10,10,10,10,8,8,f,f,moderate,f,4,0.06
6214998,Ravenna Retreat,13527668,Heidi,25-Mar-14,"Seattle, Washington, United States",N/A,N/A,f,Ravenna,1,1,t,t,"26th Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Pets Allowed"",""Pets live on this property"",Dog(s),Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",85,,45,1,$0.00 ,2,4,t,10,21,32,102,7,97,10,10,10,10,9,9,f,f,strict,f,1,1.03
9168049,Private basement room in U-district,724729,Tania,20-Jun-11,"Seattle, Washington, United States",100%,100%,f,Ravenna,4,4,t,t,"27th Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,2,2,1,2,Real Bed,"{TV,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Lock on Bedroom Door"",""24-Hour Check-in""}",50,,,1,$0.00 ,5,1125,t,16,46,76,351,0,,,,,,,,f,f,flexible,f,4,
10211928,Charming Ravenna Bungalow,10338296,Jiji,29-Nov-13,"Vashon, Washington, United States",100%,N/A,f,Ravenna,1,1,t,t,"23rd Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Entire home/apt,2,1,1,1,Real Bed,"{Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",125,,,1,$0.00 ,1,1125,t,30,60,90,365,0,,,,,,,,f,f,flexible,f,1,
387464,Backyard Studio Apartment near UW,1938802,Jason And Susy,17-Mar-12,"Seattle, Washington, United States",100%,100%,f,Ravenna,1,1,t,f,"30th Ave NE, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo}",93,,20,2,$10.00 ,2,7,t,27,57,87,362,147,99,10,10,10,10,10,10,f,f,flexible,t,1,3.2
53867,U District Backyard Cottage & Loft,187753,Kevin & Jennifer,1-Aug-10,"Seattle, Washington, United States",100%,100%,f,Ravenna,1,1,t,t,"30th Ave NE, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",86,,20,2,$20.00 ,2,14,t,20,20,20,20,287,96,10,10,10,10,9,10,f,t,moderate,f,1,4.52
3146212,Ravenna apartment near UW,15537536,Richard  & Jeri,14-May-14,"Seattle, Washington, United States",100%,100%,t,Ravenna,1,1,t,t,"26th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,Iron}",80,,15,1,$15.00 ,3,60,t,0,3,33,90,52,98,10,10,10,10,10,10,f,f,flexible,f,1,2.91
107046,"Beautiful, Artistic Home, near UW",554458,Sarah And Andrew,3-May-11,"Seattle, Washington, United States",100%,100%,t,Ravenna,1,1,t,t,"26th Ave NE, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Entire home/apt,8,2,4,6,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",280,550,150,6,$30.00 ,3,365,t,0,0,0,0,22,98,10,10,10,10,10,10,f,f,strict,f,1,0.45
4629020,The Ravenna View Apartment,23972943,Joy,20-Nov-14,"Seattle, Washington, United States",100%,100%,f,Ravenna,4,4,t,f,"33rd Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,6,1,2,4,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",138,,100,3,$15.00 ,5,1125,t,15,45,75,289,2,100,10,9,9,9,9,10,f,f,strict,f,3,0.28
8958290,"Beautiful home near UW,Capitol,Down",2152222,Sehar,16-Apr-12,"Salt Lake City, Utah, United States",80%,100%,f,Ravenna,1,1,t,t,"19th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",39,,,1,$15.00 ,2,1125,t,17,29,59,148,2,100,10,10,10,9,10,10,f,f,strict,f,1,0.85
6676926,Brand New Ravenna Hideaway Near UW,1691632,Lacy And Kyle,2-Feb-12,"Seattle, Washington, United States",100%,100%,t,Ravenna,1,1,t,t,"25th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",127,150,25,2,$15.00 ,2,1125,t,3,3,11,96,35,99,10,10,10,10,10,10,f,f,strict,f,1,5.71
7934356,2 Bedroom Garden Level Unit,37062229,Jenny,29-Jun-15,"Alamosa, Colorado, United States",N/A,N/A,f,Ravenna,1,1,t,t,"33rd Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,3,1,2,3,Real Bed,"{""Wireless Internet"",""Pets live on this property"",Dog(s),""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector""}",110,,,1,$0.00 ,1,1125,t,0,0,0,113,3,67,7,7,10,10,8,7,f,f,flexible,f,1,0.66
4701141,Bright and Roomy Guest Room,1092756,Miesha,31-Aug-11,"Seattle, Washington, United States",100%,100%,f,Ravenna,3,3,t,t,"28th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Private room,2,1,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,""Pets live on this property"",Cat(s),Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",40,,20,1,$0.00 ,3,1125,t,0,0,0,0,2,100,10,10,10,10,10,10,f,f,strict,f,3,0.21
7274556,Lovely room near UW & Children's,17309989,Ourania,26-Jun-14,"Seattle, Washington, United States",100%,100%,t,Ravenna,2,2,t,t,"28th Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,1,1.5,1,1,Real Bed,"{TV,Internet,""Wireless Internet"",""Free Parking on Premises"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}",40,200,15,1,$0.00 ,2,1125,t,6,26,47,322,12,98,10,10,10,10,10,10,f,t,moderate,f,2,2.11
9186681,1 Bedroom Apartment- Full Kitchen,47795073,Brotherton,30-Oct-15,US,N/A,N/A,f,Ravenna,1,1,t,f,"Northeast Blakeley Street, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{""Cable TV"",""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",90,,,1,$0.00 ,5,1125,t,22,44,65,65,0,,,,,,,,f,f,flexible,f,1,
6907671,Charming Cottage Near UW and Ravena,33899676,Kristina,21-May-15,"Seattle, Washington, United States",100%,100%,f,Ravenna,1,1,t,t,"26th Avenue Northeast, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Entire home/apt,4,1,1,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",125,150,35,2,$10.00 ,2,7,t,10,40,70,345,6,77,7,9,9,9,8,8,f,f,moderate,f,1,1.03
1534622,"Quiet Private Room U Village, UW 6",3074414,Melissa,27-Jul-12,"Seattle, Washington, United States",80%,100%,f,Ravenna,34,34,t,t,"Northeast 52nd Street, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Private room,1,1,1,1,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,Essentials}",39,,40,1,$15.00 ,3,1125,t,30,60,90,365,16,83,9,9,9,9,10,8,f,f,moderate,f,34,0.57
6627129,Trailside Apartment,34409892,Tianliang,28-May-15,"Seattle, Washington, United States",N/A,N/A,f,University District,1,1,t,t,"24th Avenue Northeast, Seattle, WA 98105, United States",University District,Seattle,WA,Seattle,98105,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",80,,,1,$0.00 ,8,1125,t,0,0,0,192,0,,,,,,,,f,f,flexible,f,1,
1750010,"Beautiful Modern Home in Ravenna,",9207095,Grace,3-Oct-13,"Seattle, Washington, United States",86%,100%,f,Ravenna,8,8,t,t,"20th Avenue Northeast, Seattle, WA 98115, United States",Ravenna,Seattle,WA,Seattle,98115,House,Entire home/apt,8,2.5,3,3,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Hot Tub"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}",325,150,100,4,$15.00 ,1,1125,t,0,0,0,203,12,76,8,9,10,9,9,7,f,f,moderate,f,4,0.62
5805162,"Private apartment, great location",673805,Amy,7-Jun-11,"Seattle, Washington, United States",100%,100%,t,Ravenna,1,1,t,f,"Northeast 53rd Street, Seattle, WA 98105, United States",Ravenna,Seattle,WA,Seattle,98105,House,Entire home/apt,4,1,2,1,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials}",95,100,50,2,$10.00 ,2,1125,t,0,14,44,133,29,99,10,10,10,10,10,10,f,f,moderate,f,1,3.52
